ts,temp
2022-01-01 00:00:00,-4.983451359884931
2022-01-01 00:05:00,-3.6704972274540673
2022-01-01 00:10:00,-2.350859875427786
2022-01-01 00:15:00,-4.6381565860086535
2022-01-01 00:20:00,-4.467760948320979
2022-01-01 00:25:00,-5.0
2022-01-01 00:30:00,-5.0
2022-01-01 00:35:00,-4.061237858843747
2022-01-01 00:40:00,-4.59956851445828
2022-01-01 00:45:00,-3.450269102022938
2022-01-01 00:50:00,-4.408035003661392
2022-01-01 00:55:00,-2.8602194565879193
2022-01-01 01:00:00,-4.356679567415689
2022-01-01 01:05:00,-5.0
2022-01-01 01:10:00,-4.374454561159637
2022-01-01 01:15:00,-5.0
2022-01-01 01:20:00,-3.02026324239059
2022-01-01 01:25:00,-4.110360223723827
2022-01-01 01:30:00,-4.796481770855002
2022-01-01 01:35:00,-5.0
2022-01-01 01:40:00,-4.914151103269176
2022-01-01 01:45:00,-3.974309394053816
2022-01-01 01:50:00,-4.885585878852869
2022-01-01 01:55:00,-5.0
2022-01-01 02:00:00,-5.0
2022-01-01 02:05:00,-4.909157503121909
2022-01-01 02:10:00,-4.440465935278366
2022-01-01 02:15:00,-5.0
2022-01-01 02:20:00,-5.0
2022-01-01 02:25:00,-3.2888767990166325
2022-01-01 02:30:00,-3.3688957460460403
2022-01-01 02:35:00,-3.6077705724516598
2022-01-01 02:40:00,-5.0
2022-01-01 02:45:00,-5.0
2022-01-01 02:50:00,-5.0
2022-01-01 02:55:00,-4.059313567291622
2022-01-01 03:00:00,-4.416088684273795
2022-01-01 03:05:00,-5.0
2022-01-01 03:10:00,-5.0
2022-01-01 03:15:00,-3.5627002406192814
2022-01-01 03:20:00,-2.9136428508692127
2022-01-01 03:25:00,-4.423754213944594
2022-01-01 03:30:00,-3.8721052992057747
2022-01-01 03:35:00,-4.589510224072126
2022-01-01 03:40:00,-4.0400652991240875
2022-01-01 03:45:00,-5.0
2022-01-01 03:50:00,-3.678188086339622
2022-01-01 03:55:00,-3.603191555973069
2022-01-01 04:00:00,-4.427329796924912
2022-01-01 04:05:00,-5.0
2022-01-01 04:10:00,-4.319479734284923
2022-01-01 04:15:00,-3.237022641183909
2022-01-01 04:20:00,-2.0215583847746297
2022-01-01 04:25:00,-4.968651247577676
2022-01-01 04:30:00,-4.6231956001576595
2022-01-01 04:35:00,-2.152434827075199
2022-01-01 04:40:00,-4.157733278271073
2022-01-01 04:45:00,-4.590553620093535
2022-01-01 04:50:00,-3.1249049311563004
2022-01-01 04:55:00,-3.716341995816798
2022-01-01 05:00:00,-2.5377219888592224
2022-01-01 05:05:00,-3.6350817323964404
2022-01-01 05:10:00,-2.6637803596714957
2022-01-01 05:15:00,-2.306176491395924
2022-01-01 05:20:00,-2.76574154806191
2022-01-01 05:25:00,-2.5014728311285146
2022-01-01 05:30:00,-3.8028584881220695
2022-01-01 05:35:00,-3.451373750258478
2022-01-01 05:40:00,-1.7991653846264892
2022-01-01 05:45:00,-3.6150107653060513
2022-01-01 05:50:00,-1.88746196929123
2022-01-01 05:55:00,-1.3157729509374763
2022-01-01 06:00:00,-2.0953855507182113
2022-01-01 06:05:00,-1.796721487619609
2022-01-01 06:10:00,-1.893147565697965
2022-01-01 06:15:00,-3.639665115165947
2022-01-01 06:20:00,-2.0037749628425927
2022-01-01 06:25:00,-2.3006909165333242
2022-01-01 06:30:00,-1.3125960160712653
2022-01-01 06:35:00,-1.9409390298600675
2022-01-01 06:40:00,-2.7276069144406323
2022-01-01 06:45:00,-2.112236649586637
2022-01-01 06:50:00,0.5657809635065951
2022-01-01 06:55:00,-1.3598411706320523
2022-01-01 07:00:00,-1.6458237209426558
2022-01-01 07:05:00,-2.0016698063134832
2022-01-01 07:10:00,-0.3349606303376965
2022-01-01 07:15:00,0.9634643251050719
2022-01-01 07:20:00,-1.6883067681605648
2022-01-01 07:25:00,-0.9805123078551643
2022-01-01 07:30:00,-1.766758103351028
2022-01-01 07:35:00,-0.9144919700715886
2022-01-01 07:40:00,-0.5475496451406332
2022-01-01 07:45:00,-0.981975099557367
2022-01-01 07:50:00,0.6254781941399414
2022-01-01 07:55:00,0.0618917234383078
2022-01-01 08:00:00,-1.672009431916261
2022-01-01 08:05:00,0.38118694600738556
2022-01-01 08:10:00,0.11514017575406521
2022-01-01 08:15:00,1.4009090420182808
2022-01-01 08:20:00,0.25991157795251996
2022-01-01 08:25:00,0.044216407798887025
2022-01-01 08:30:00,1.2527573970317203
2022-01-01 08:35:00,-1.131293396091416
2022-01-01 08:40:00,0.6743836594839608
2022-01-01 08:45:00,1.2401865300234538
2022-01-01 08:50:00,0.3779170240831964
2022-01-01 08:55:00,0.5502663664154863
2022-01-01 09:00:00,0.8156041685566756
2022-01-01 09:05:00,1.18333711201657
2022-01-01 09:10:00,2.6496887827146605
2022-01-01 09:15:00,2.5357666441509457
2022-01-01 09:20:00,2.5418000771226748
2022-01-01 09:25:00,2.5881156062259643
2022-01-01 09:30:00,2.8895903861888437
2022-01-01 09:35:00,0.8562619475566493
2022-01-01 09:40:00,-0.2555218196826292
2022-01-01 09:45:00,1.8288034818161716
2022-01-01 09:50:00,0.19396205375439868
2022-01-01 09:55:00,2.8039959135451564
2022-01-01 10:00:00,2.319573369295196
2022-01-01 10:05:00,2.719033060073877
2022-01-01 10:10:00,3.4801102315010564
2022-01-01 10:15:00,3.5818003902896045
2022-01-01 10:20:00,2.934897934617056
2022-01-01 10:25:00,1.6791716378783836
2022-01-01 10:30:00,4.872494091701606
2022-01-01 10:35:00,2.2002905022623906
2022-01-01 10:40:00,3.995497190875607
2022-01-01 10:45:00,3.3996190708262835
2022-01-01 10:50:00,3.4687932040998444
2022-01-01 10:55:00,1.49874383778626
2022-01-01 11:00:00,2.687551390332586
2022-01-01 11:05:00,5.087622303525444
2022-01-01 11:10:00,6.003441654773669
2022-01-01 11:15:00,4.185968455473887
2022-01-01 11:20:00,4.458416479734815
2022-01-01 11:25:00,4.090423517377402
2022-01-01 11:30:00,3.6502385078499713
2022-01-01 11:35:00,4.162237049215004
2022-01-01 11:40:00,6.505130923869631
2022-01-01 11:45:00,4.148419818742782
2022-01-01 11:50:00,5.6787625083992195
2022-01-01 11:55:00,4.023955600204937
2022-01-01 12:00:00,5.081994586457741
2022-01-01 12:05:00,4.8862968284628945
2022-01-01 12:10:00,5.0882556837923785
2022-01-01 12:15:00,3.1465001815175873
2022-01-01 12:20:00,4.182013969557944
2022-01-01 12:25:00,4.905075582593112
2022-01-01 12:30:00,5.768617738358762
2022-01-01 12:35:00,4.311852583226054
2022-01-01 12:40:00,4.882427538373196
2022-01-01 12:45:00,5.0271753484580355
2022-01-01 12:50:00,3.952590106268963
2022-01-01 12:55:00,6.8438588848719455
2022-01-01 13:00:00,5.588583955254895
2022-01-01 13:05:00,5.144894346784307
2022-01-01 13:10:00,5.777263957128186
2022-01-01 13:15:00,5.857292036619938
2022-01-01 13:20:00,4.047849783967452
2022-01-01 13:25:00,5.5936937515045475
2022-01-01 13:30:00,4.599812706649452
2022-01-01 13:35:00,5.187140430309941
2022-01-01 13:40:00,5.339805949933638
2022-01-01 13:45:00,5.902245214661168
2022-01-01 13:50:00,6.2496967516942865
2022-01-01 13:55:00,6.915002205237764
2022-01-01 14:00:00,6.4831872099267915
2022-01-01 14:05:00,4.898422575083955
2022-01-01 14:10:00,3.964603623033881
2022-01-01 14:15:00,5.195101767878068
2022-01-01 14:20:00,3.4393317934159926
2022-01-01 14:25:00,5.692888234950104
2022-01-01 14:30:00,3.7607717356135053
2022-01-01 14:35:00,6.455323327643461
2022-01-01 14:40:00,4.559193172264394
2022-01-01 14:45:00,4.924405724497692
2022-01-01 14:50:00,4.614220262142653
2022-01-01 14:55:00,5.07694055873539
2022-01-01 15:00:00,5.333669330817763
2022-01-01 15:05:00,5.576454058566033
