ts,br
2022-01-01 00:00:00,0.0
2022-01-01 00:05:00,0.0
2022-01-01 00:10:00,0.0
2022-01-01 00:15:00,0.0
2022-01-01 00:20:00,0.0
2022-01-01 00:25:00,3.516490804009611
2022-01-01 00:30:00,0.0
2022-01-01 00:35:00,8.992573777673455
2022-01-01 00:40:00,0.40521672651343793
2022-01-01 00:45:00,0.0
2022-01-01 00:50:00,8.21362707832888
2022-01-01 00:55:00,1.9301763356795223
2022-01-01 01:00:00,0.0
2022-01-01 01:05:00,0.0
2022-01-01 01:10:00,0.8038017008755811
2022-01-01 01:15:00,0.0
2022-01-01 01:20:00,8.273598106055633
2022-01-01 01:25:00,8.00659775390979
2022-01-01 01:30:00,2.7329089824650725
2022-01-01 01:35:00,0.8951361126682338
2022-01-01 01:40:00,0.0
2022-01-01 01:45:00,2.159185082846402
2022-01-01 01:50:00,0.0
2022-01-01 01:55:00,7.242426789929539
2022-01-01 02:00:00,0.0
2022-01-01 02:05:00,5.113785610417781
2022-01-01 02:10:00,10.593791678752495
2022-01-01 02:15:00,0.9995027446765441
2022-01-01 02:20:00,0.0
2022-01-01 02:25:00,8.594757139571046
2022-01-01 02:30:00,0.0
2022-01-01 02:35:00,3.7800276738913685
2022-01-01 02:40:00,9.140814505116653
2022-01-01 02:45:00,5.371971916727479
2022-01-01 02:50:00,3.9551411683941344
2022-01-01 02:55:00,10.846900984260284
2022-01-01 03:00:00,0.0
2022-01-01 03:05:00,0.0
2022-01-01 03:10:00,0.0
2022-01-01 03:15:00,0.0
2022-01-01 03:20:00,1.8627665967354001
2022-01-01 03:25:00,1.1317875645926527
2022-01-01 03:30:00,2.922816879603733
2022-01-01 03:35:00,0.0
2022-01-01 03:40:00,0.0
2022-01-01 03:45:00,0.0
2022-01-01 03:50:00,2.362856648978718
2022-01-01 03:55:00,12.62117319240919
2022-01-01 04:00:00,0.0
2022-01-01 04:05:00,0.0
2022-01-01 04:10:00,0.0
2022-01-01 04:15:00,0.0
2022-01-01 04:20:00,0.0
2022-01-01 04:25:00,1.0611262433332165
2022-01-01 04:30:00,0.0
2022-01-01 04:35:00,0.0
2022-01-01 04:40:00,0.0
2022-01-01 04:45:00,3.5868405288616048
2022-01-01 04:50:00,2.9072390551393013
2022-01-01 04:55:00,0.2521864873162158
2022-01-01 05:00:00,0.0
2022-01-01 05:05:00,10.108930877051225
2022-01-01 05:10:00,0.0
2022-01-01 05:15:00,0.0
2022-01-01 05:20:00,0.0
2022-01-01 05:25:00,0.0
2022-01-01 05:30:00,0.2292663861125468
2022-01-01 05:35:00,13.06350015422256
2022-01-01 05:40:00,0.0
2022-01-01 05:45:00,0.0
2022-01-01 05:50:00,1.01325890689529
2022-01-01 05:55:00,0.0
2022-01-01 06:00:00,4.313444976353681
2022-01-01 06:05:00,0.0
2022-01-01 06:10:00,0.0
2022-01-01 06:15:00,0.0
2022-01-01 06:20:00,9.892055242945482
2022-01-01 06:25:00,2.3397114249326494
2022-01-01 06:30:00,3.2596829712980497
2022-01-01 06:35:00,0.0
2022-01-01 06:40:00,6.317838672093723
2022-01-01 06:45:00,5.626210024185474
2022-01-01 06:50:00,0.0
2022-01-01 06:55:00,0.0
2022-01-01 07:00:00,0.0
2022-01-01 07:05:00,0.0
2022-01-01 07:10:00,0.0
2022-01-01 07:15:00,8.464720001625803
2022-01-01 07:20:00,0.05351576966851601
2022-01-01 07:25:00,0.0
2022-01-01 07:30:00,6.746001661454215
2022-01-01 07:35:00,9.436058801152702
2022-01-01 07:40:00,8.905334707234983
2022-01-01 07:45:00,14.872637245045215
2022-01-01 07:50:00,9.44698607010643
2022-01-01 07:55:00,12.176837536896588
2022-01-01 08:00:00,8.898329724561691
2022-01-01 08:05:00,18.313192402916048
2022-01-01 08:10:00,20.36053978417214
2022-01-01 08:15:00,9.840117411893075
2022-01-01 08:20:00,11.176155225073085
2022-01-01 08:25:00,20.94172370425262
2022-01-01 08:30:00,16.19963310577282
2022-01-01 08:35:00,22.870689599386207
2022-01-01 08:40:00,25.38574302063558
2022-01-01 08:45:00,23.672930052988995
2022-01-01 08:50:00,23.833330138504373
2022-01-01 08:55:00,27.87407530747932
2022-01-01 09:00:00,29.48285654792632
2022-01-01 09:05:00,29.21736745671589
2022-01-01 09:10:00,33.68557895131125
2022-01-01 09:15:00,35.173123322588786
2022-01-01 09:20:00,29.952740367731106
2022-01-01 09:25:00,34.92163590469926
2022-01-01 09:30:00,36.17054339748548
2022-01-01 09:35:00,35.36620193888047
2022-01-01 09:40:00,53.820297501437594
2022-01-01 09:45:00,52.05300990751685
2022-01-01 09:50:00,41.01840614127029
2022-01-01 09:55:00,41.91750311316938
2022-01-01 10:00:00,45.60824058275992
2022-01-01 10:05:00,51.25439662863491
2022-01-01 10:10:00,54.98298223672228
2022-01-01 10:15:00,52.21491009118259
2022-01-01 10:20:00,54.06402802023942
2022-01-01 10:25:00,60.46986977132738
2022-01-01 10:30:00,55.978187331227744
2022-01-01 10:35:00,57.23149888883417
2022-01-01 10:40:00,62.57240793161463
2022-01-01 10:45:00,58.7378370398309
2022-01-01 10:50:00,67.98043545528986
2022-01-01 10:55:00,65.58329145640096
2022-01-01 11:00:00,69.41250589298082
2022-01-01 11:05:00,60.41544028742224
2022-01-01 11:10:00,69.02259193749995
2022-01-01 11:15:00,68.50932651377501
2022-01-01 11:20:00,72.35369140166992
2022-01-01 11:25:00,74.10372347929689
2022-01-01 11:30:00,70.09674945655807
2022-01-01 11:35:00,81.89680923349826
2022-01-01 11:40:00,78.63613552107036
2022-01-01 11:45:00,74.38275663999083
2022-01-01 11:50:00,79.99464580625558
2022-01-01 11:55:00,76.39159657777593
2022-01-01 12:00:00,85.52428422800972
2022-01-01 12:05:00,82.64739348682981
2022-01-01 12:10:00,87.48482126524681
2022-01-01 12:15:00,77.26166915289812
2022-01-01 12:20:00,73.78962244263353
2022-01-01 12:25:00,85.11903427341406
2022-01-01 12:30:00,88.6374949735408
2022-01-01 12:35:00,90.715560462546
2022-01-01 12:40:00,98.38552278008451
2022-01-01 12:45:00,81.90376342820068
2022-01-01 12:50:00,96.30102324375626
2022-01-01 12:55:00,90.2130509806626
2022-01-01 13:00:00,97.63518179509884
2022-01-01 13:05:00,97.13171235625646
2022-01-01 13:10:00,100.0
2022-01-01 13:15:00,39.04136584972596
2022-01-01 13:20:00,34.72230394568676
2022-01-01 13:25:00,36.41732840085682
2022-01-01 13:30:00,42.281637959666384
2022-01-01 13:35:00,34.576728699038426
2022-01-01 13:40:00,39.440455822779256
2022-01-01 13:45:00,27.32029967716267
2022-01-01 13:50:00,36.552092691985216
2022-01-01 13:55:00,23.341348783828767
2022-01-01 14:00:00,31.003611962268565
2022-01-01 14:05:00,29.657858802181423
2022-01-01 14:10:00,34.20321376112934
2022-01-01 14:15:00,23.75679677118867
2022-01-01 14:20:00,17.461067544828378
2022-01-01 14:25:00,22.57175109288314
2022-01-01 14:30:00,21.608310699520462
2022-01-01 14:35:00,15.180719612917406
2022-01-01 14:40:00,11.399738601934672
2022-01-01 14:45:00,11.213526327831168
2022-01-01 14:50:00,5.377559774643309
2022-01-01 14:55:00,8.43724402355275
2022-01-01 15:00:00,11.724738557626328
2022-01-01 15:05:00,11.222233741947434
2022-01-01 15:10:00,4.225334141945277
2022-01-01 15:15:00,5.399895854404955
2022-01-01 15:20:00,11.862645391698969
2022-01-01 15:25:00,12.108478510578305
2022-01-01 15:30:00,4.6344601935948795
2022-01-01 15:35:00,4.731951792843743
2022-01-01 15:40:00,0.0
2022-01-01 15:45:00,0.0
2022-01-01 15:50:00,0.0
2022-01-01 15:55:00,3.3190176762245875
2022-01-01 16:00:00,0.0
2022-01-01 16:05:00,0.0
2022-01-01 16:10:00,2.2218523463914575
2022-01-01 16:15:00,7.967208402142444
2022-01-01 16:20:00,0.0
2022-01-01 16:25:00,3.8319512536919262
2022-01-01 16:30:00,10.179670187561701
2022-01-01 16:35:00,0.0
2022-01-01 16:40:00,3.3082578507606346
2022-01-01 16:45:00,1.1100695488153818
2022-01-01 16:50:00,0.9472937994777544
2022-01-01 16:55:00,0.0
2022-01-01 17:00:00,5.122222422311422
2022-01-01 17:05:00,0.10425438454682759
2022-01-01 17:10:00,1.1634364767544438
2022-01-01 17:15:00,0.0
2022-01-01 17:20:00,3.7751950598030803
2022-01-01 17:25:00,0.0
2022-01-01 17:30:00,0.0
2022-01-01 17:35:00,0.0
2022-01-01 17:40:00,0.0
2022-01-01 17:45:00,5.388365009114418
2022-01-01 17:50:00,0.0
2022-01-01 17:55:00,0.0
2022-01-01 18:00:00,0.3177091610192877
2022-01-01 18:05:00,0.0
2022-01-01 18:10:00,0.0
2022-01-01 18:15:00,0.0
2022-01-01 18:20:00,2.9791026721984117
2022-01-01 18:25:00,4.072762053633337
2022-01-01 18:30:00,0.0
2022-01-01 18:35:00,2.842928137298964
2022-01-01 18:40:00,9.378485705107815
2022-01-01 18:45:00,6.233258980408863
2022-01-01 18:50:00,0.0
2022-01-01 18:55:00,0.0
2022-01-01 19:00:00,4.3296791214920844
2022-01-01 19:05:00,0.0
2022-01-01 19:10:00,6.705989103748783
2022-01-01 19:15:00,0.0
2022-01-01 19:20:00,0.0
2022-01-01 19:25:00,0.0
2022-01-01 19:30:00,0.0
2022-01-01 19:35:00,1.9391894709669186
2022-01-01 19:40:00,4.296827016634592
2022-01-01 19:45:00,15.497970083424317
2022-01-01 19:50:00,1.5773527271775245
2022-01-01 19:55:00,0.327868561475163
2022-01-01 20:00:00,6.1675602391386155
2022-01-01 20:05:00,4.923970784340764
2022-01-01 20:10:00,2.8067563257124912
2022-01-01 20:15:00,7.030473117612878
2022-01-01 20:20:00,5.442813150491536
2022-01-01 20:25:00,1.878521520670777
2022-01-01 20:30:00,4.5834499369247625
2022-01-01 20:35:00,0.0
2022-01-01 20:40:00,0.7781709014039239
2022-01-01 20:45:00,0.0
2022-01-01 20:50:00,2.995530694398947
2022-01-01 20:55:00,0.0
2022-01-01 21:00:00,0.0
2022-01-01 21:05:00,0.0
2022-01-01 21:10:00,0.16581252587635897
2022-01-01 21:15:00,0.0
2022-01-01 21:20:00,1.6438461991566347
2022-01-01 21:25:00,2.7273961925176877
2022-01-01 21:30:00,3.42017375979524
2022-01-01 21:35:00,4.419338680372512
2022-01-01 21:40:00,4.990520493937697
2022-01-01 21:45:00,3.355740532468709
2022-01-01 21:50:00,7.656416583522371
2022-01-01 21:55:00,0.0
2022-01-01 22:00:00,0.0
2022-01-01 22:05:00,0.0
2022-01-01 22:10:00,2.9946573632701896
2022-01-01 22:15:00,0.0
2022-01-01 22:20:00,0.0
2022-01-01 22:25:00,0.0
2022-01-01 22:30:00,9.947559496671817
2022-01-01 22:35:00,0.0
2022-01-01 22:40:00,0.0
2022-01-01 22:45:00,0.0
2022-01-01 22:50:00,10.084786195074207
2022-01-01 22:55:00,0.20904522473955073
2022-01-01 23:00:00,0.0
2022-01-01 23:05:00,7.0859780077866485
2022-01-01 23:10:00,0.0
2022-01-01 23:15:00,0.0
2022-01-01 23:20:00,0.0
2022-01-01 23:25:00,0.0
2022-01-01 23:30:00,0.8102666553974762
2022-01-01 23:35:00,0.0
2022-01-01 23:40:00,6.116169271255628
2022-01-01 23:45:00,0.043549111250543934
2022-01-01 23:50:00,4.367150197152563
2022-01-01 23:55:00,0.0
2022-01-02 00:00:00,2.3939284409460275
2022-01-02 00:05:00,4.745604672574472
2022-01-02 00:10:00,2.148483265653635
2022-01-02 00:15:00,2.5317085860251742
2022-01-02 00:20:00,2.271690607522473
2022-01-02 00:25:00,0.0
2022-01-02 00:30:00,1.7562189604696585
2022-01-02 00:35:00,0.0
2022-01-02 00:40:00,4.561106980341501
2022-01-02 00:45:00,1.8206677611117668
2022-01-02 00:50:00,0.0
2022-01-02 00:55:00,2.438435710332281
2022-01-02 01:00:00,2.597777420900929
2022-01-02 01:05:00,0.0
2022-01-02 01:10:00,0.0
2022-01-02 01:15:00,0.0
2022-01-02 01:20:00,0.0
2022-01-02 01:25:00,4.7872207968055855
2022-01-02 01:30:00,2.2796376444144215
2022-01-02 01:35:00,0.0
2022-01-02 01:40:00,5.225700047630094
2022-01-02 01:45:00,0.0
2022-01-02 01:50:00,0.4169030941472804
2022-01-02 01:55:00,0.0
2022-01-02 02:00:00,1.4304629856188165
2022-01-02 02:05:00,0.0
2022-01-02 02:10:00,0.30278881903448995
2022-01-02 02:15:00,1.5530084577299998
2022-01-02 02:20:00,0.0
2022-01-02 02:25:00,0.0
2022-01-02 02:30:00,2.9284428572415044
2022-01-02 02:35:00,0.09694311422767492
2022-01-02 02:40:00,0.0
2022-01-02 02:45:00,4.840750486716517
2022-01-02 02:50:00,0.0
2022-01-02 02:55:00,5.704966712341996
2022-01-02 03:00:00,0.0
2022-01-02 03:05:00,1.836452202136383
2022-01-02 03:10:00,0.0
2022-01-02 03:15:00,3.032284902540887
2022-01-02 03:20:00,0.0
2022-01-02 03:25:00,0.0
2022-01-02 03:30:00,11.221304297171281
2022-01-02 03:35:00,3.76496938609783
2022-01-02 03:40:00,1.7768219248232995
2022-01-02 03:45:00,1.5994856440117728
2022-01-02 03:50:00,3.311852188887263
2022-01-02 03:55:00,10.558727109614876
2022-01-02 04:00:00,12.374278982038469
2022-01-02 04:05:00,3.7699219909992454
2022-01-02 04:10:00,1.692059065465736
2022-01-02 04:15:00,4.869442100527564
2022-01-02 04:20:00,0.0
2022-01-02 04:25:00,2.9783049339863803
2022-01-02 04:30:00,2.5384917362970723
2022-01-02 04:35:00,0.9770952282927471
2022-01-02 04:40:00,0.0
2022-01-02 04:45:00,2.680585658141874
2022-01-02 04:50:00,0.0
2022-01-02 04:55:00,13.245897926231924
2022-01-02 05:00:00,0.0
2022-01-02 05:05:00,0.0
2022-01-02 05:10:00,0.0
2022-01-02 05:15:00,5.216157806858196
2022-01-02 05:20:00,8.936071904319945
2022-01-02 05:25:00,3.01403209231208
2022-01-02 05:30:00,0.0
2022-01-02 05:35:00,0.9281935257727789
2022-01-02 05:40:00,0.0
2022-01-02 05:45:00,11.431141325410412
2022-01-02 05:50:00,0.0
2022-01-02 05:55:00,5.24611335303505
2022-01-02 06:00:00,7.377290599578461
2022-01-02 06:05:00,0.0
2022-01-02 06:10:00,3.886652599241112
2022-01-02 06:15:00,0.0
2022-01-02 06:20:00,0.0
2022-01-02 06:25:00,1.3961773956501196
2022-01-02 06:30:00,0.0
2022-01-02 06:35:00,1.4523880938149993
2022-01-02 06:40:00,3.6357798585025414
2022-01-02 06:45:00,3.0545668467121336
2022-01-02 06:50:00,0.0
2022-01-02 06:55:00,3.5972384209366086
2022-01-02 07:00:00,0.0
2022-01-02 07:05:00,0.0
2022-01-02 07:10:00,1.0889334399383228
2022-01-02 07:15:00,6.9227831297172795
2022-01-02 07:20:00,2.221329134893864
2022-01-02 07:25:00,3.3335022015666596
2022-01-02 07:30:00,14.45884960926932
2022-01-02 07:35:00,22.23243364384912
2022-01-02 07:40:00,7.520021489113078
